"Goods_1010001"     "采矿智械"
"GoodsDetail_1050098"       "<font color='#80def6'>已解锁装备：</font><font color='#FFA500'>魔法师戒指</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1050099"       "<font color='#80def6'>已解锁装备：</font><font color='#FFA500'>嗜血面具</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1050100"       "<font color='#80def6'>已解锁装备：</font><font color='#FFA500'>全能指环</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1050101"       "<font color='#80def6'>已解锁装备：</font><font color='#FFA500'>点金手</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1050102"       "<font color='#80def6'>已解锁装备：</font><font color='#FFA500'>英雄长剑</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1050103"       "<font color='#80def6'>已解锁装备：</font><font color='#FFA500'>英雄法杖</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1050106"       "<font color='#80def6'>已解锁装备：</font><font color='#FFA500'>未鉴定的装备(N)</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1050107"       "<font color='#80def6'>已解锁装备：</font><font color='#FFA500'>未鉴定的装备(R)</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1050108"       "<font color='#80def6'>已解锁装备：</font><font color='#FFA500'>未鉴定的装备(SR)</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1050109"       "<font color='#80def6'>已解锁装备：</font><font color='#FFA500'>未鉴定的装备(SSR)</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1050110"       "<font color='#80def6'>已解锁装备：</font><font color='#FFA500'>轻语吊坠</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1050111"       "<font color='#80def6'>已解锁装备：</font><font color='#FFA500'>碾压权杖</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1050112"       "<font color='#80def6'>已解锁装备：</font><font color='#FFA500'>闪电鞭</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1050113"       "<font color='#80def6'>已解锁装备：</font><font color='#FFA500'>圣洁法袍</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1050114"       "<font color='#80def6'>已解锁装备：</font><font color='#FFA500'>代达罗斯</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1050115"       "<font color='#80def6'>已解锁装备：</font><font color='#FFA500'>天使战刃</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1050116"	    "<font color='#80def6'>已解锁装备：</font><font color='#FFA500'>七星灯</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1050117"	    "<font color='#80def6'>已解锁装备：</font><font color='#FFA500'>远古星盘</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1050118"	    "<font color='#80def6'>已解锁装备：</font><font color='#FFA500'>恶魔之戒</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1050119"	    "<font color='#80def6'>已解锁装备：</font><font color='#FFA500'>领袖证明</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1050120"	    "<font color='#80def6'>已解锁装备：</font><font color='#FFA500'>火精灵权杖</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1050121"	    "<font color='#80def6'>已解锁装备：</font><font color='#FFA500'>烈焰之刃</font><br></br>此后，游戏中会出现该装备。"

//物品106 - 神器
"Goods_1060001"     "解锁神器：瓦如恩之石"
"Goods_1060002"     "解锁神器：暗影之书"
"Goods_1060003"     "解锁神器：效忠指环"
"Goods_1060004"     "解锁神器：阿兰之矛"
"Goods_1060005"     "解锁神器：橡木杖"
"Goods_1060006"     "解锁神器：英勇之盾"
"Goods_1060007"     "解锁神器：招财猫像"
"Goods_1060008"     "解锁神器：不祥之靴"
"Goods_1060009"     "解锁神器：急躁沙漏"
"Goods_1060010"     "解锁神器：巨人面具"
"Goods_1060011"     "解锁神器：远古星盘"
"Goods_1060012"     "解锁神器：仙人魔豆"
"Goods_1060013"     "解锁神器：预知羊皮卷"
"Goods_1060014"     "解锁神器：神圣报应"
"Goods_1060015"     "解锁神器：复仇者"
"Goods_1060016"     "解锁神器：复仇女神之弓"
"Goods_1060017"     "解锁神器：英雄之刃"
"Goods_1060018"     "解锁神器：伊甸灵丹"
"Goods_1060019"     "解锁神器：预言之书"
"Goods_1060020"     "解锁神器：古代护身符"
"Goods_1060021"     "解锁神器：紫晶之杖"
"Goods_1060022"     "解锁神器：盘古之斧"
"Goods_1060023"     "解锁神器：禁忌卷轴"
"Goods_1060024"     "解锁神器：血祭品"
"Goods_1060025"     "解锁神器：幸运骰子"
"Goods_1060026"     "解锁神器：打折卡"
"Goods_1060027"     "解锁神器：微观宇宙"
"Goods_1060028"     "解锁神器：彼岸花"
"Goods_1060029"     "解锁神器：传送门"
"Goods_1060030"     "解锁神器：天使雕像"
"Goods_1060031"     "解锁神器：人参果"
"Goods_1060032"     "解锁神器：死亡圣印"
"Goods_1060033"     "解锁神器：贵族勋章"
"Goods_1060034"     "解锁神器：诅咒之剑"
"Goods_1060035"     "解锁神器：命运之手"
"Goods_1060036"     "解锁神器：冰冷权杖"
"Goods_1060037"     "解锁神器：时间调谐器"
"Goods_1060038"     "解锁神器：指挥之心"
"Goods_1060039"     "解锁神器：上头酒杯"
"Goods_1060040"     "解锁神器：大鬼牌"
"Goods_1060041"     "解锁神器：小鬼牌"
"Goods_1060042"     "解锁神器：献祭之石"
"Goods_1060043"     "解锁神器：命运齿轮"
"Goods_1060044"     "解锁神器：孤狼"
"Goods_1060045"     "解锁神器：变身手环"
"Goods_1060046"     "解锁神器：红心A"
"Goods_1060047"     "解锁神器：黑心A"

//解锁神器
"GoodsDetail_1060001"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>瓦如恩之石</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060002"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>暗影之书</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060003"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>效忠指环</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060004"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>阿兰之矛</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060005"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>橡木杖</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060006"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>英勇之盾</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060007"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>招财猫像</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060008"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>不祥之靴</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060009"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>急躁沙漏</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060010"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>巨人面具</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060011"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>远古星盘</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060012"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>仙人魔豆</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060013"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>预知羊皮卷</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060014"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>神圣报应</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060015"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>复仇者</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060016"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>复仇女神之弓</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060017"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>英雄之刃</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060018"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>伊甸灵丹</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060019"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>预言之书</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060020"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>古代护身符</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060021"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>紫晶之杖</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060022"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>盘古之斧</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060023"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>禁忌卷轴</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060024"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>血祭品</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060025"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>幸运骰子</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060026"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>打折卡</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060027"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>微观宇宙</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060028"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>彼岸花</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060029"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>传送门</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060030"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>天使雕像</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060031"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>人参果</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060032"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>死亡圣印</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060033"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>贵族勋章</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060034"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>诅咒之剑</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060035"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>命运之手</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060036"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>冰冷权杖</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060037"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>时间调谐器</font><br></br>此后，游戏中会出现该装备。"
"GoodsDetail_1060038"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>指挥之心</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1060039"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>上头酒杯</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1060040"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>大鬼牌</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1060041"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>小鬼牌</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1060042"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>献祭之石</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1060043"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>命运齿轮</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1060044"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>孤狼</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1060045"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>变身手环</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1060046"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>红心A</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1060047"       "<font color='#80def6'>已解锁神器：</font><font color='#FFA500'>黑心A</font><br></br>此后，远征中会出现该装备。"

//物品107 - 法术卡
"Goods_1070001"     "解锁法术卡：大火球术"
"Goods_1070002"     "解锁法术卡：冻结"
"Goods_1070003"     "解锁法术卡：生命之雨"
"Goods_1070004"     "解锁法术卡：牵引"
"Goods_1070005"     "解锁法术卡：大灾变"
"Goods_1070006"     "解锁法术卡：恐惧"
"Goods_1070007"     "解锁法术卡：圣灵庇佑"
"Goods_1070008"     "解锁法术卡：撒豆成兵"
"Goods_1070009"     "解锁法术卡：天罚雷电"
"Goods_1070010"     "解锁法术卡：策反"
"Goods_1070011"     "解锁法术卡：残暴之力"
"Goods_1070012"     "解锁法术卡：地狱火"
"Goods_1070013"     "解锁法术卡：背水一战"
"Goods_1070014"     "解锁法术卡：召回"
"Goods_1070015"     "解锁法术卡：回春术"
"Goods_1070016"     "解锁法术卡：战时支援"
"Goods_1070017"     "解锁法术卡：群体薄葬"
"Goods_1070018"     "解锁法术卡：残废"
"Goods_1070019"     "解锁法术卡：肉体忍耐"
"Goods_1070020"     "解锁法术卡：稻草人"
"Goods_1070021"     "解锁法术卡：守护塔"
"Goods_1070022"     "解锁法术卡：金币券"
"Goods_1070023"     "解锁法术卡：魂晶券"
"Goods_1070024"     "解锁法术卡：迷雾"
"Goods_1070025"     "解锁法术卡：石肤"
"Goods_1070026"     "解锁法术卡：作战鼓舞"
"Goods_1070027"     "解锁法术卡：神念赐予"
"Goods_1070028"     "解锁法术卡：破甲"
"Goods_1070029"     "解锁法术卡：射爆"
"Goods_1070030"     "解锁法术卡：鸡舍"
"Goods_1070031"     "解锁法术卡：地雷"
"Goods_1070032"     "解锁法术卡：冰冻陷阱"
"Goods_1070033"     "解锁法术卡：暴击"
"Goods_1070034"     "解锁法术卡：掠夺"
"Goods_1070035"     "解锁法术卡：炮击"
"Goods_1070036"     "解锁法术卡：英雄不朽"
"Goods_1070037"     "解锁法术卡：伤害加深"
"Goods_1070038"     "解锁法术卡：妖术"
"Goods_1070039"     "解锁法术卡：征税诏令"
"Goods_1070040"     "解锁法术卡：星辉炼化术"
"Goods_1070041"     "解锁法术卡：炼金术"
"Goods_1070042"     "解锁法术卡：反向炼金术"
"Goods_1070043"     "解锁法术卡：贪婪黄金挑战"
"Goods_1070044"     "解锁法术卡：贪婪魂晶挑战"
"Goods_1070045"     "解锁法术卡：利刃武装"
"Goods_1070046"     "解锁法术卡：奥法钻研"
"Goods_1070047"     "解锁法术卡：速发咒语"
"Goods_1070048"     "解锁法术卡：宁静"
"Goods_1070049"     "解锁法术卡：能量充盈"
"Goods_1070050"     "解锁法术卡：精钢不坏"
"Goods_1070051"     "解锁法术卡：集火"

//解锁法术卡
"GoodsDetail_1070001"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>大火球术</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070002"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>冻结</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070003"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>生命之雨</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070004"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>牵引</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070005"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>大灾变</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070006"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>恐惧</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070007"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>圣灵庇佑</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070008"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>撒豆成兵</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070009"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>天罚雷电</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070010"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>策反</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070011"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>残暴之力</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070012"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>地狱火</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070013"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>背水一战</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070014"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>召回</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070015"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>回春术</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070016"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>战时支援</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070017"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>群体薄葬</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070018"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>残废</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070019"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>肉体忍耐</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070020"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>稻草人</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070021"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>守护塔</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070022"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>金币券</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070023"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>魂晶券</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070024"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>迷雾</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070025"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>石肤</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070026"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>作战鼓舞</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070027"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>神念赐予</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070028"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>破甲</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070029"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>射爆</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070030"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>鸡舍</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070031"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>地雷</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070032"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>冰冻陷阱</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070033"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>暴击</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070034"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>掠夺</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070035"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>炮击</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070036"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>英雄不朽</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070037"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>伤害加深</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070038"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>妖术</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070039"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>征税诏令</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070040"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>星辉炼化术</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070041"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>炼金术</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070042"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>反向炼金术</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070043"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>贪婪黄金挑战</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070044"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>贪婪魂晶挑战</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070045"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>利刃武装</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070046"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>奥法钻研</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070047"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>速发咒语</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070048"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>宁静</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070049"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>能量充盈</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070050"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>精钢不坏</font><br></br>此后，远征中会出现该装备。"
"GoodsDetail_1070051"       "<font color='#80def6'>已解锁法术卡：</font><font color='#FFA500'>集火</font><br></br>此后，远征中会出现该装备。"

//物品108 - 信使
"Goods_1080001"     "无面者"
"Goods_1080002"     "白小虎"
"Goods_1080003"     "小年兽"
"Goods_1080004"     "勇敢的小鸡"
"Goods_1080005"     "玉小龙"
"Goods_1080006"     "纯金咬人箱"
"Goods_1080007"     "喵小凶"
"Goods_1080008"     "青天卫鸟"
"Goods_1080009"     "魔毯大盗"
"Goods_1080010"     "邪典小龙"
"Goods_1080011"     "仙鹤"
"Goods_1080012"     "末日小子"
"Goods_1080013"     "仙角鹿"
"Goods_1080014"     "雅克牛"
"Goods_1080015"     "赏小金"
"Goods_1080016"     "小熊人"
"Goods_1080017"     "恶角龙"
"Goods_1080018"     "毁小灭"
"Goods_1080019"     "肉山宝宝"
"Goods_1080020"     "翡翠肉山宝宝"
"Goods_1080021"     "纯金末日宝宝"
"Goods_1080022"     "纯金先知宝宝"
"Goods_1080023"     "纯金赏小金"
"Goods_1080024"     "纯金剧小毒"
"Goods_1080025"     "鼬跳跳"
"Goods_1080026"     "暗月兽"
"Goods_1080027"     "剧小毒"
"Goods_1080028"     "血小魔"
"Goods_1080029"     "死亡先知宝宝"
"Goods_1080030"     "纯金毁小灭"
"Goods_1080031"     "小哈"
"Goods_1080032"     "路灯鱼"
"Goods_1080033"     "超级年兽宝宝"

//物品109 - 信使特效，暂时用不到
"Goods_1090001"     "测试用信使特效1"
"Goods_1090002"     "测试用信使特效2"

//物品110 - 信使称号
"Goods_1100001"     "咸鱼玩家"
"Goods_1100002"     "开拓者的智慧"
"Goods_1100003"     "铸剑大师"
"Goods_1100004"     "上帝之手"
"Goods_1100005"     "理财大亨"
"Goods_1100006"     "登峰造极"
"Goods_1100007"     "全知全能"
"Goods_1100008"     "活雷锋"
"Goods_1100009"     "十二面相"
"Goods_1100010"     "绝处逢生"
"Goods_1100011"     "无敌"
"Goods_1100012"     "就这？"
"Goods_1100013"     "氪命之人"
"Goods_1100014"     "扫地神僧"
"Goods_1100015"     "黄金战士"
"Goods_1100016"     "秘境先锋"
"Goods_1100017"     "鸡儿指挥官"

//物品111 - 头像框，暂时用不到
"Goods_1110001"     "默认头像框"
"Goods_1110002"     "测试用头像框"

//物品112 - 消耗品
"Goods_1120001"     "星光闪耀"
"Goods_1120002"     "轮回之力"
"Goods_1120003"     "心跳停止"
"Goods_1129001"     "命运骰子"

//消耗品说明
"GoodsDetail_1120001"     "<font color='#80def6'>消耗道具：星光闪耀</font><br></br>在战斗中使用让英雄立即提升1个星级，持续1回合。"
"GoodsDetail_1120002"     "<font color='#80def6'>消耗道具：轮回之力</font><br></br>在战斗中使用立即复活所有阵亡英雄。"
"GoodsDetail_1120003"     "<font color='#80def6'>消耗道具：心跳停止</font><br></br>在战斗中使用将当前所有敌人的生命值变为1。"
"GoodsDetail_1129001"     "<font color='#80def6'>消耗道具：命运骰子</font><br></br>在游戏中，使用命运骰子刷新出现的神器或装备。"

//物品201 - BattlePass相关
"Goods_2010001"     "第1赛季战争通行证"
"Goods_2010002"     "第1赛季战争通行证经验"
"Goods_2010003"     "战争通行证双倍经验"

//BattlePass相关说明
"GoodsDetail_2010002"     "<font color='#80def6'>战争通行证经验</font><br></br>直接增加战斗通行证经验。"
"GoodsDetail_2010003"     "<font color='#80def6'>战争通行证双倍经验</font><br></br>持有时，游戏结算可以获得双倍的通行证经验。"

//物品202 - PLUS相关
"Goods_2020001"     "秘境PLUS"
"GoodsDetail_2020001"     "秘境PLUS"

//物品401 - 特殊物品
"Goods_4010001"     "通用英雄经验"
"Goods_4010002"     "通用指挥官经验"
"Goods_4010003"     "玩家天赋点"
"Goods_4010004"     "指挥官天赋点"

//特殊物品说明
"GoodsDetail_4010001"     "<font color='#80def6'>通用英雄经验</font><br></br>可以用来给任意英雄提升等级的经验。"
"GoodsDetail_4010002"     "通用指挥官经验"
"GoodsDetail_4010003"     "<font color='#80def6'>玩家天赋点</font><br></br>用于提升玩家档案中的天赋等级。"
"GoodsDetail_4010004"     "指挥官天赋点"

//物品402 - 宝箱类
"Goods_4020001"     "大宝箱"
"Goods_4020002"     "中宝箱"
"Goods_4020003"     "小宝箱"
"Goods_4020004"     "陈旧的信使宝箱"
"Goods_4020005"     "陈旧的指挥官宝箱"
"Goods_4020006"     "英雄宝箱"
"Goods_4020007"     "指挥官宝箱"
"Goods_4020008"     "信使宝箱"
"Goods_4020009"     "隐藏宝箱"
"Goods_4020010"     "新春红包"

//宝箱物品说明
"GoodsDetail_4020001"     "大宝箱"
"GoodsDetail_4020002"     "中宝箱"
"GoodsDetail_4020003"     "小宝箱"
"GoodsDetail_4020004"     "信使宝箱"
"GoodsDetail_4020005"     "指挥官宝箱"
"GoodsDetail_4020006"     "<font color='#80def6'>英雄宝箱</font><br></br>打开英雄宝箱能够获得随机的英雄卡片。"
"GoodsDetail_4020007"     "<font color='#80def6'>指挥官宝箱</font><br></br>打开指挥官宝箱能够获得随机的指挥官。"
"GoodsDetail_4020008"     "<font color='#80def6'>信使宝箱</font><br></br>打开信使宝箱能够获得随机的信使。"
"GoodsDetail_4020009"     "隐藏宝箱"
"GoodsDetail_4020010"     "<font color='#80def6'>信使宝箱</font><br></br>打开红包有小概率获得限定信使。"

