"lang"
{
	"Language"	"tchinese"
	"Tokens"
	{
		"BOSS_1"	"亡靈騎士"
		"DOTA_Tooltip_ability_item_mjjcjn_jqz5"	"<font color=\"#fe6d15\">劍氣斬</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_jqz5_Description"	"品質：<font color=\"#fe6d15\">天級</font>\n技能類型：主動<br>放出%max%道劍氣，對一條直線上的敵方單位造成跟敏捷相關的物理傷害"
		"DOTA_Tooltip_ability_item_mjjcjn_jqz6"	"<font color=\"#ffbc09\">劍氣斬</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_jqz6_Description"	"品質：<font color=\"#ffbc09\">仙級</font>\n技能類型：主動<br>放出%max%道劍氣，對一條直線上的敵方單位造成跟敏捷相關的物理傷害"
		"DOTA_Tooltip_ability_item_mjjcjn_jrfb1"	"劍刃風暴"
		"DOTA_Tooltip_ability_item_mjjcjn_jrfb1_Description"	"品質：<font color=\"#fff\">白品</font>\n技能類型：主動\n舞起具有破壞性力量的劍刃風暴，對英雄周圍的敵方單位造成跟敏捷相關的物理傷害。"
		"DOTA_Tooltip_ability_item_mjjcjn_jrfb2"	"<font color=\"#5cb85c\">劍刃風暴</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_jrfb2_Description"	"品質：<font color=\"#5cb85c\">黃級</font><br>技能類型：主動<br>舞起具有破壞性力量的劍刃風暴，對英雄周圍的敵方單位造成跟敏捷相關的物理傷害。"
		"DOTA_Tooltip_ability_item_mjjcjn_jrfb3"	"<font color=\"#337ab7\">劍刃風暴</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_jrfb3_Description"	"品質：<font color=\"#337ab7\">玄級</font>\n技能類型：主動\n舞起具有破壞性力量的劍刃風暴，對英雄周圍的敵方單位造成跟敏捷相關的物理傷害。"
		"DOTA_Tooltip_ability_item_mjjcjn_jrfb4"	"<font color=\"#9400D3\">劍刃風暴</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_jrfb4_Description"	"品質：<font color=\"#9400D3\">地級</font><br>技能類型：主動<br>舞起具有破壞性力量的劍刃風暴，對英雄周圍的敵方單位造成跟敏捷相關的物理傷害。"
		"DOTA_Tooltip_ability_item_mjjcjn_jrfb5"	"<font color=\"#fe6d15\">劍刃風暴</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_jrfb5_Description"	"品質：<font color=\"#fe6d15\">天級</font><br>技能類型：主動<br>舞起具有破壞性力量的劍刃風暴，對英雄周圍的敵方單位造成跟敏捷相關的物理傷害。"
		"DOTA_Tooltip_ability_item_mjjcjn_jrfb6"	"<font color=\"#ffbc09\">劍刃風暴</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_jrfb6_Description"	"品質：<font color=\"#ffbc09\">仙級</font>\n技能類型：主動\n舞起具有破壞性力量的劍刃風暴，對英雄周圍的敵方單位造成跟敏捷相關的物理傷害。"
		"DOTA_Tooltip_ability_item_mjjcjn_lz1"	"連斬"
		"DOTA_Tooltip_ability_item_mjjcjn_lz1_Description"	"品質：<font color=\"#fff\">白品</font>\n技能類型：主動\n對目標釋放後，會無視距離持續攻擊目標"
		"DOTA_Tooltip_ability_item_mjjcjn_sjyj1"	"碎甲一擊"
		"DOTA_Tooltip_ability_item_mjjcjn_sjyj1_Description"	"品質：<font color=\"#fff\">白品</font>\n技能類型：被動\n主動使用使得下一次攻擊附帶跟敏捷相關的物理傷害，並減少目標一定的護甲。"
		"DOTA_Tooltip_ability_item_mjjcjn_sjyj2"	"<font color=\"#5cb85c\">碎甲一擊</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_sjyj2_Description"	"品質：<font color=\"#5cb85c\">黃級</font>\n技能類型：被動\n主動使用使得下一次攻擊附帶跟敏捷相關的物理傷害，並減少目標一定的護甲。"
		"DOTA_Tooltip_ability_item_mjjcjn_sjyj3"	"<font color=\"#337ab7\">碎甲一擊</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_sjyj3_Description"	"品質：<font color=\"#337ab7\">玄級</font>\n技能類型：被動\n主動使用使得下一次攻擊附帶跟敏捷相關的物理傷害，並減少目標一定的護甲。"
		"DOTA_Tooltip_ability_item_mjjcjn_sjyj4"	"<font color=\"#9400D3\">碎甲一擊</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_sjyj4_Description"	"品質：<font color=\"#9400D3\">地級</font>\n技能類型：被動\n主動使用使得下一次攻擊附帶跟敏捷相關的物理傷害，並減少目標一定的護甲。"
		"DOTA_Tooltip_ability_item_mjjcjn_sjyj5"	"<font color=\"#fe6d15\">碎甲一擊</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_sjyj5_Description"	"品質：<font color=\"#fe6d15\">天級</font>\n技能類型：被動\n主動使用使得下一次攻擊附帶跟敏捷相關的物理傷害，並減少目標一定的護甲。"
		"DOTA_Tooltip_ability_item_mjjcjn_sjyj6"	"<font color=\"#ffbc09\">碎甲一擊</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_sjyj6_Description"	"品質：<font color=\"#ffbc09\">仙級</font>\n技能類型：被動\n主動使用使得下一次攻擊附帶跟敏捷相關的物理傷害，並減少目標一定的護甲。"
		"DOTA_Tooltip_ability_item_mjjcjn_sjylzj3"	"神劍禦雷真訣"
		"DOTA_Tooltip_ability_item_mjjcjn_sjylzj3_Description"	"品質：<font color=\"#fff\">白品</font>\n技能類型：主動\n<font color=\"#FF0000\" style=\"font-variant-ligatures: normal; orphans: 2; widows: 2;\">九天玄刹，化為神雷。煌煌天威，以劍引之！</font><br style=\"font-variant-ligatures: normal; orphans: 2; widows: 2;\"><span style=\"font-variant-ligatures: normal; orphans: 2; widows: 2;\">召喚無盡天雷打擊一片區域，直至毀滅殆盡,每次打擊都會造成跟敏捷相關的物理傷害</span><span style=\"font-variant-ligatures: normal; orphans: 2; widows: 2;\">。</span><br>"
		"DOTA_Tooltip_ability_item_mjjcjn_stxw2"	"霜天雪舞"
		"DOTA_Tooltip_ability_item_mjjcjn_stxw2_Description"	"品質：<font color=\"#fff\">白品</font>\n技能類型：主動\n>釋放一道寒霜之力，對一條直線的敵人造成跟敏捷相關的物理傷害。"
		"DOTA_Tooltip_ability_item_mjjcjn_swjs1"	"死亡絞殺"
		"DOTA_Tooltip_ability_item_mjjcjn_swjs1_Description"	"品質：<font color=\"#fff\">白品</font>\n技能類型：主動\n召喚一把鐮刀對範圍內的敵人造成大量的物理傷害"
		"DOTA_Tooltip_ability_item_mjjcjn_swzf3"	"死亡綻放"
		"DOTA_Tooltip_ability_item_mjjcjn_swzf3_Description"	"品質：白品<br>技能類型：主動<br>釋放死亡之舞，在目標周圍急速穿梭，每次都會對目標造成跟敏捷相關的物理傷害"
		"DOTA_Tooltip_ability_item_mjjcjn_sz1"	"瞬斬"
		"DOTA_Tooltip_ability_item_mjjcjn_sz1_Description"	"品質：<font color=\"#fff\">白品</font>\n技能類型：主動\n快速飛向目標點，對途經的敵人造成多段跟敏捷相關的物理傷害"
		"DOTA_Tooltip_ability_item_mjjcjn_tg1"	"剔骨"
		"DOTA_Tooltip_ability_item_mjjcjn_tg1_Description"	"品質：<font color=\"#fff\">白品</font>\n技能類型：主動\n割斷敵方的骨頭，造成跟敏捷相關的物理傷害"
		"DOTA_Tooltip_ability_item_mjjcjn_tsgj1"	"替身攻擊"
		"DOTA_Tooltip_ability_item_mjjcjn_tsgj1_Description"	"品質：<font color=\"#fff\">白品</font>\n技能類型：主動\n召喚一個替身，幫你攻擊周圍的敵人"
		"DOTA_Tooltip_ability_item_mjjcjn_wdz1"	"無敵斬"
		"DOTA_Tooltip_ability_item_mjjcjn_wdz1_Description"	"品質：<font color=\"#fff\">白品</font>\n技能類型：主動\n揮劍躍向敵人，隨後再以更短的攻擊頻率斬擊附近的其它敵方單位。施法者在無敵斬期間無敵。"
		"DOTA_Tooltip_ability_item_mjjcjn_xl1"	"星落"
		"DOTA_Tooltip_ability_item_mjjcjn_xlzt1"	"旋龍震天"
		"DOTA_Tooltip_ability_item_mjjcjn_xlzt1_Description"	"品質：<font color=\"#fff\">白品</font>\n技能類型：主動\n對一條直線的敵人造成跟敏捷相關的物理傷害。"
		"DOTA_Tooltip_ability_item_mjjcjn_yjj1"	"禦劍訣"
		"DOTA_Tooltip_ability_item_mjjcjn_yjj1_Description"	"品質：<font color=\"#fff\">白品</font>\n技能類型：主動\n禦劍退敵，對劍氣波及到的敵人造成跟敏捷相關的物理傷害"
		"DOTA_Tooltip_ability_item_net_fj_ty_1_1"	"輕型鎧甲"
		"DOTA_Tooltip_ability_item_net_fj_ty_1_2"	"行者腿鎧"
		"DOTA_Tooltip_ability_item_net_fj_ty_1_3"	"重型鋼靴"
		"DOTA_Tooltip_ability_item_net_fj_ty_1_4"	"黑霧罩衣"
		"DOTA_Tooltip_ability_item_net_fj_ty_1_5"	"新星外衣"
		"DOTA_Tooltip_ability_item_net_fj_ty_1_6"	"薄紗頭飾"
		"DOTA_Tooltip_ability_item_net_fj_ty_2_1"	"光鑄聖騎甲"
		"DOTA_Tooltip_ability_item_net_fj_ty_2_2"	"巨神肩鎧"
		"DOTA_Tooltip_ability_item_net_fj_ty_2_3"	"幻光胸甲"
		"DOTA_Tooltip_ability_item_net_fj_ty_2_4"	"精靈脛甲"
		"DOTA_Tooltip_ability_item_net_fj_ty_2_5"	"蠻獸戰靴"
		"DOTA_Tooltip_ability_item_net_fj_ty_2_6"	"野蠻人戰盔"
		"DOTA_Tooltip_ability_item_net_fj_ty_3_1"	"凱旋者戰甲"
		"DOTA_Tooltip_ability_item_net_fj_ty_3_2"	"泰坦戰神的鎧甲"
		"DOTA_Tooltip_ability_item_net_fj_ty_3_3"	"光輝的堅定戰靴"
		"DOTA_Tooltip_ability_item_net_fj_ty_3_4"	"蒼穹頭冠"
		"DOTA_Tooltip_ability_item_net_fj_ty_3_5"	"亡魂法袍"
		"DOTA_Tooltip_ability_item_net_fj_ty_3_6"	"巫妖頭罩"
		"DOTA_Tooltip_ability_item_net_ss_ll_1_1"	"強盜護腕"
		"DOTA_Tooltip_ability_item_net_ss_ll_1_2"	"鐵藤之戒"
		"DOTA_Tooltip_ability_item_net_ss_ll_2_1"	"毀滅手套"
		"DOTA_Tooltip_ability_item_net_ss_ll_2_2"	"猛虎利齒吊墜"
		"DOTA_Tooltip_ability_item_net_ss_ll_3_1"	"潮汐使者護腕"
		"DOTA_Tooltip_ability_item_net_ss_ll_3_2"	"龍骨血戰戒"
		"DOTA_Tooltip_ability_item_net_ss_mj_1_1"	"信徒護腕"
		"DOTA_Tooltip_ability_item_net_ss_mj_1_2"	"強擊護手"
		"DOTA_Tooltip_ability_item_net_ss_mj_2_1"	"惡魔血戒"
		"DOTA_Tooltip_ability_item_net_ss_mj_2_2"	"獵鷹骨鏈"
		"DOTA_Tooltip_ability_item_net_ss_mj_3_1"	"蝕骨掛飾"
		"DOTA_Tooltip_ability_item_net_ss_mj_3_2"	"影月涅槃掛墜"
		"DOTA_Tooltip_ability_item_net_ss_ty_1_1"	"勇者徽章"
		"DOTA_Tooltip_ability_item_net_ss_ty_2_1"	"苦行者印記"
		"DOTA_Tooltip_ability_item_net_ss_ty_3_1"	"生命女神的祝福"
		"DOTA_Tooltip_ability_item_net_ss_zl_1_1"	"珊瑚項鍊"
		"DOTA_Tooltip_ability_item_net_ss_zl_1_2"	"石英魔戒"
		"DOTA_Tooltip_ability_item_net_ss_zl_2_1"	"奧秘戒指"
		"DOTA_Tooltip_ability_item_net_ss_zl_2_2"	"怨靈護腕"
		"DOTA_Tooltip_ability_item_net_ss_zl_3_1"	"死亡鬼蛛的蛛絲戒"
		"DOTA_Tooltip_ability_item_net_ss_zl_3_2"	"詭魅吊墜"
		"DOTA_Tooltip_ability_item_net_ts_ty_1_1"	"賢者之書"
		"DOTA_Tooltip_ability_item_net_ts_ty_1_2"	"遊俠憑證"
		"DOTA_Tooltip_ability_item_net_ts_ty_1_3"	"戰神印記"
		"DOTA_Tooltip_ability_item_net_ts_ty_2_1"	"泰坦之心"
		"DOTA_Tooltip_ability_item_net_ts_ty_2_2"	"比蒙神石"
		"DOTA_Tooltip_ability_item_net_ts_ty_2_3"	"燭龍火"
		"DOTA_Tooltip_ability_item_net_ts_ty_3_1"	"半神格"
		"DOTA_Tooltip_ability_item_net_ts_ty_3_2"	"星辰石"
		"DOTA_Tooltip_ability_item_net_ts_ty_3_3"	"天地玄晶"
		"DOTA_Tooltip_ability_item_net_wq_ll_1_1"	"鑽石槌"
		"DOTA_Tooltip_ability_item_net_wq_ll_1_2"	"制式重劍"
		"DOTA_Tooltip_ability_item_net_wq_ll_1_3"	"寬刃劍"
		"DOTA_Tooltip_ability_item_net_wq_ll_2_1"	"隕星千仞鎚"
		"DOTA_Tooltip_ability_item_net_wq_ll_2_2"	"大酋長的雙板斧"
		"DOTA_Tooltip_ability_item_net_wq_ll_2_3"	"百鍛大刀"
		"DOTA_Tooltip_ability_item_net_wq_ll_3_1"	"浴血魔劍"
		"DOTA_Tooltip_ability_item_net_wq_ll_3_2"	"鬼神辟易刀"
		"DOTA_Tooltip_ability_item_net_wq_ll_3_3"	"鮮血燎原錘"
		"DOTA_Tooltip_ability_item_net_wq_mj_1_1"	"衝鋒者長劍"
		"DOTA_Tooltip_ability_item_net_wq_mj_1_2"	"夜梟匕首"
		"DOTA_Tooltip_ability_item_net_wq_mj_1_3"	"精靈長弓"
		"DOTA_Tooltip_ability_item_net_wq_mj_2_1"	"銀羽青木槍"
		"DOTA_Tooltip_ability_item_net_wq_mj_2_2"	"荊棘九節鞭"
		"DOTA_Tooltip_ability_item_net_wq_mj_2_3"	"幻影射手長弓"
		"DOTA_Tooltip_ability_item_net_wq_mj_3_1"	"龍牙劍"
		"DOTA_Tooltip_ability_item_net_wq_mj_3_2"	"不動點星弓"
		"DOTA_Tooltip_ability_item_net_wq_mj_3_3"	"追魂破天弓"
		"DOTA_Tooltip_ability_item_net_wq_ty_1_1"	"巨神殘兵"
		"DOTA_Tooltip_ability_item_net_wq_ty_1_2"	"巡護者之劍"
		"DOTA_Tooltip_ability_item_net_wq_ty_2_1"	"督軍的號令長劍"
		"DOTA_Tooltip_ability_item_net_wq_ty_2_2"	"冰霜玄羽劍"
		"DOTA_Tooltip_ability_item_net_wq_ty_3_1"	"靈犀盤"
		"DOTA_Tooltip_ability_item_net_wq_ty_3_2"	"沖霄印"
		"DOTA_Tooltip_ability_item_net_wq_zl_1_1"	"修道者法杖"
		"DOTA_Tooltip_ability_item_net_wq_zl_1_2"	"巫師楠木仗"
		"DOTA_Tooltip_ability_item_net_wq_zl_2_1"	"烈焰法杖"
		"DOTA_Tooltip_ability_item_net_wq_zl_2_2"	"紫羅蘭魔杖"
		"DOTA_Tooltip_ability_item_net_wq_zl_3_1"	"天雷六道鈴鐺"
		"DOTA_Tooltip_ability_item_net_wq_zl_3_2"	"血焰懾心杖"
		"DOTA_Tooltip_ability_item_scjn6"	"刪除技能六"
		"DOTA_Tooltip_ability_item_sj_fj_ll_1_1_lv1"	"玄鐵鋼甲"
		"DOTA_Tooltip_ability_item_sj_fj_ll_1_1_lv2"	"<font color='#5fc866'>玄鐵鋼甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_ll_1_1_lv3"	"<font color='#477bff'>玄鐵鋼甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_ll_1_1_lv4"	"<font color='#a91ac8'>玄鐵鋼甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_ll_1_1_lv5"	"<font color='#fe6d15'>玄鐵鋼甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_ll_1_1_lv6"	"<font color='#ffbc09'>玄鐵鋼甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_ll_1_1_lv7"	"<font color='#d92b2b'>玄鐵鋼甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_ll_2_1_lv1"	"魔鋼重甲"
		"DOTA_Tooltip_ability_item_sj_fj_ll_2_1_lv2"	"<font color='#5fc866'>魔鋼重甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_ll_2_1_lv3"	"<font color='#477bff'>魔鋼重甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_ll_2_1_lv4"	"<font color='#a91ac8'>魔鋼重甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_ll_2_1_lv5"	"<font color='#fe6d15'>魔鋼重甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_ll_2_1_lv6"	"<font color='#ffbc09'>魔鋼重甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_ll_2_1_lv7"	"<font color='#d92b2b'>魔鋼重甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_ll_3_1_lv1"	"紫金守護者戰甲"
		"DOTA_Tooltip_ability_item_sj_fj_ll_3_1_lv2"	"<font color='#5fc866'>紫金守護者戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_ll_3_1_lv3"	"<font color='#477bff'>紫金守護者戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_ll_3_1_lv4"	"<font color='#a91ac8'>紫金守護者戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_ll_3_1_lv5"	"<font color='#fe6d15'>紫金守護者戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_ll_3_1_lv6"	"<font color='#ffbc09'>紫金守護者戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_ll_3_1_lv7"	"<font color='#d92b2b'>紫金守護者戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_ll_4_1_lv1"	"普雷西亞的寒光戰甲"
		"DOTA_Tooltip_ability_item_sj_fj_ll_4_1_lv2"	"<font color='#5fc866'>普雷西亞的寒光戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_ll_4_1_lv3"	"<font color='#477bff'>普雷西亞的寒光戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_ll_4_1_lv4"	"<font color='#a91ac8'>普雷西亞的寒光戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_ll_4_1_lv5"	"<font color='#fe6d15'>普雷西亞的寒光戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_ll_4_1_lv6"	"<font color='#ffbc09'>普雷西亞的寒光戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_ll_4_1_lv7"	"<font color='#d92b2b'>普雷西亞的寒光戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_ll_5_1_lv1"	"悲鳴者戰甲"
		"DOTA_Tooltip_ability_item_sj_fj_ll_5_1_lv2"	"<font color='#5fc866'>悲鳴者戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_ll_5_1_lv3"	"<font color='#477bff'>悲鳴者戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_ll_5_1_lv4"	"<font color='#a91ac8'>悲鳴者戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_ll_5_1_lv5"	"<font color='#fe6d15'>悲鳴者戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_ll_5_1_lv6"	"<font color='#ffbc09'>悲鳴者戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_ll_5_1_lv7"	"<font color='#d92b2b'>悲鳴者戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_mj_1_1_lv1"	"棕熊皮甲"
		"DOTA_Tooltip_ability_item_sj_fj_mj_1_1_lv2"	"<font color='#5fc866'>棕熊皮甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_mj_1_1_lv3"	"<font color='#477bff'>棕熊皮甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_mj_1_1_lv4"	"<font color='#a91ac8'>棕熊皮甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_mj_1_1_lv5"	"<font color='#fe6d15'>棕熊皮甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_mj_1_1_lv6"	"<font color='#ffbc09'>棕熊皮甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_mj_1_1_lv7"	"<font color='#d92b2b'>棕熊皮甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_mj_2_1_lv1"	"魔鋼戰甲"
		"DOTA_Tooltip_ability_item_sj_fj_mj_2_1_lv2"	"<font color='#5fc866'>魔鋼戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_mj_2_1_lv3"	"<font color='#477bff'>魔鋼戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_mj_2_1_lv4"	"<font color='#a91ac8'>魔鋼戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_mj_2_1_lv5"	"<font color='#fe6d15'>魔鋼戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_mj_2_1_lv6"	"<font color='#ffbc09'>魔鋼戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_mj_2_1_lv7"	"<font color='#d92b2b'>魔鋼戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_mj_3_1_lv1"	"炎鱗戰甲"
		"DOTA_Tooltip_ability_item_sj_fj_mj_3_1_lv2"	"<font color='#5fc866'>炎鱗戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_mj_3_1_lv3"	"<font color='#477bff'>炎鱗戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_mj_3_1_lv4"	"<font color='#a91ac8'>炎鱗戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_mj_3_1_lv5"	"<font color='#fe6d15'>炎鱗戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_mj_3_1_lv6"	"<font color='#ffbc09'>炎鱗戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_mj_3_1_lv7"	"<font color='#d92b2b'>炎鱗戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_mj_4_1_lv1"	"哥特爾的狂風輕甲"
		"DOTA_Tooltip_ability_item_sj_fj_mj_4_1_lv2"	"<font color='#5fc866'>哥特爾的狂風輕甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_mj_4_1_lv3"	"<font color='#477bff'>哥特爾的狂風輕甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_mj_4_1_lv4"	"<font color='#a91ac8'>哥特爾的狂風輕甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_mj_4_1_lv5"	"<font color='#fe6d15'>哥特爾的狂風輕甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_mj_4_1_lv6"	"<font color='#ffbc09'>哥特爾的狂風輕甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_mj_4_1_lv7"	"<font color='#d92b2b'>哥特爾的狂風輕甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_mj_5_1_lv1"	"悸動者戰甲"
		"DOTA_Tooltip_ability_item_sj_fj_mj_5_1_lv2"	"<font color='#5fc866'>悸動者戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_mj_5_1_lv3"	"<font color='#477bff'>悸動者戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_mj_5_1_lv4"	"<font color='#a91ac8'>悸動者戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_mj_5_1_lv5"	"<font color='#fe6d15'>悸動者戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_mj_5_1_lv6"	"<font color='#ffbc09'>悸動者戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_mj_5_1_lv7"	"<font color='#d92b2b'>悸動者戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_1_1_lv1"	"貴族法袍"
		"DOTA_Tooltip_ability_item_sj_fj_zl_1_1_lv2"	"<font color='#5fc866'>貴族法袍</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_1_1_lv3"	"<font color='#477bff'>貴族法袍</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_1_1_lv4"	"<font color='#a91ac8'>貴族法袍</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_1_1_lv5"	"<font color='#fe6d15'>貴族法袍</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_1_1_lv6"	"<font color='#ffbc09'>貴族法袍</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_1_1_lv7"	"<font color='#d92b2b'>貴族法袍</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_2_1_lv1"	"魔紋戰甲"
		"DOTA_Tooltip_ability_item_sj_fj_zl_2_1_lv2"	"<font color='#5fc866'>魔紋戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_2_1_lv3"	"<font color='#477bff'>魔紋戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_2_1_lv4"	"<font color='#a91ac8'>魔紋戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_2_1_lv5"	"<font color='#fe6d15'>魔紋戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_2_1_lv6"	"<font color='#ffbc09'>魔紋戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_2_1_lv7"	"<font color='#d92b2b'>魔紋戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_3_1_lv1"	"暗影長袍"
		"DOTA_Tooltip_ability_item_sj_fj_zl_3_1_lv2"	"<font color='#5fc866'>暗影長袍</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_3_1_lv3"	"<font color='#477bff'>暗影長袍</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_3_1_lv4"	"<font color='#a91ac8'>暗影長袍</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_3_1_lv5"	"<font color='#fe6d15'>暗影長袍</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_3_1_lv6"	"<font color='#ffbc09'>暗影長袍</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_3_1_lv7"	"<font color='#d92b2b'>暗影長袍</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_4_1_lv1"	"加凱西亞的冥骨鎖甲"
		"DOTA_Tooltip_ability_item_sj_fj_zl_4_1_lv2"	"<font color='#5fc866'>加凱西亞的冥骨鎖甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_4_1_lv3"	"<font color='#477bff'>加凱西亞的冥骨鎖甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_4_1_lv4"	"<font color='#a91ac8'>加凱西亞的冥骨鎖甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_4_1_lv5"	"<font color='#fe6d15'>加凱西亞的冥骨鎖甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_4_1_lv6"	"<font color='#ffbc09'>加凱西亞的冥骨鎖甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_4_1_lv7"	"<font color='#d92b2b'>加凱西亞的冥骨鎖甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_5_1_lv1"	"迷失者戰甲"
		"DOTA_Tooltip_ability_item_sj_fj_zl_5_1_lv2"	"<font color='#5fc866'>迷失者戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_5_1_lv3"	"<font color='#477bff'>迷失者戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_5_1_lv4"	"<font color='#a91ac8'>迷失者戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_5_1_lv5"	"<font color='#fe6d15'>迷失者戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_5_1_lv6"	"<font color='#ffbc09'>迷失者戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_5_1_lv7"	"<font color='#d92b2b'>迷失者戰甲</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_1_lv1"	"虛空假面的臂章"
