"lang"
{
	"Language"	"SChinese"
	"Tokens"
	{
		"BOSS_1"	"亡灵骑士"
		"DOTA_Tooltip_ability_item_sj_fj_zl_3_1_lv5"	"<font color='#fe6d15'>暗影长袍</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_3_1_lv6"	"<font color='#ffbc09'>暗影长袍</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_3_1_lv7"	"<font color='#d92b2b'>暗影长袍</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_4_1_lv1"	"加卡西亚的冥骨锁甲"
		"DOTA_Tooltip_ability_item_sj_fj_zl_4_1_lv2"	"<font color='#5fc866'>加卡西亚的冥骨锁甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_4_1_lv3"	"<font color='#477bff'>加卡西亚的冥骨锁甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_4_1_lv4"	"<font color='#a91ac8'>加卡西亚的冥骨锁甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_4_1_lv5"	"<font color='#fe6d15'>加卡西亚的冥骨锁甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_4_1_lv6"	"<font color='#ffbc09'>加卡西亚的冥骨锁甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_4_1_lv7"	"<font color='#d92b2b'>加卡西亚的冥骨锁甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_5_1_lv1"	"迷失者战甲"
		"DOTA_Tooltip_ability_item_sj_fj_zl_5_1_lv2"	"<font color='#5fc866'>迷失者战甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_5_1_lv3"	"<font color='#477bff'>迷失者战甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_5_1_lv4"	"<font color='#a91ac8'>迷失者战甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_5_1_lv5"	"<font color='#fe6d15'>迷失者战甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_5_1_lv6"	"<font color='#ffbc09'>迷失者战甲</font>"
		"DOTA_Tooltip_ability_item_sj_fj_zl_5_1_lv7"	"<font color='#d92b2b'>迷失者战甲</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_1_lv1"	"虚空假面的臂章"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_1_lv2"	"<font color='#5fc866'>虚空假面的臂章</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_1_lv3"	"<font color='#477bff'>虚空假面的臂章</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_1_lv4"	"<font color='#a91ac8'>虚空假面的臂章</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_1_lv5"	"<font color='#fe6d15'>虚空假面的臂章</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_1_lv6"	"<font color='#ffbc09'>虚空假面的臂章</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_1_lv7"	"<font color='#d92b2b'>虚空假面的臂章</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_2_lv1"	"暗影迷雾手套"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_2_lv2"	"<font color='#5fc866'>暗影迷雾手套</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_2_lv3"	"<font color='#477bff'>暗影迷雾手套</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_2_lv4"	"<font color='#a91ac8'>暗影迷雾手套</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_2_lv5"	"<font color='#fe6d15'>暗影迷雾手套</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_2_lv6"	"<font color='#ffbc09'>暗影迷雾手套</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_2_lv7"	"<font color='#d92b2b'>暗影迷雾手套</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_3_lv1"	"恐惧面具"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_3_lv2"	"<font color='#5fc866'>恐惧面具</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_3_lv3"	"<font color='#477bff'>恐惧面具</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_3_lv4"	"<font color='#a91ac8'>恐惧面具</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_3_lv5"	"<font color='#fe6d15'>恐惧面具</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_3_lv6"	"<font color='#ffbc09'>恐惧面具</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_3_lv7"	"<font color='#d92b2b'>恐惧面具</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_4_lv1"	"邪恶披风"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_4_lv2"	"<font color='#5fc866'>邪恶披风</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_4_lv3"	"<font color='#477bff'>邪恶披风</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_4_lv4"	"<font color='#a91ac8'>邪恶披风</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_4_lv5"	"<font color='#fe6d15'>邪恶披风</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_4_lv6"	"<font color='#ffbc09'>邪恶披风</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_4_lv7"	"<font color='#d92b2b'>邪恶披风</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_5_lv1"	"恶灵石碑"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_5_lv2"	"<font color='#5fc866'>恶灵石碑</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_5_lv3"	"<font color='#477bff'>恶灵石碑</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_5_lv4"	"<font color='#a91ac8'>恶灵石碑</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_5_lv5"	"<font color='#fe6d15'>恶灵石碑</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_5_lv6"	"<font color='#ffbc09'>恶灵石碑</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_5_lv7"	"<font color='#d92b2b'>恶灵石碑</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_6_lv1"	"罪恶之源"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_6_lv2"	"<font color='#5fc866'>罪恶之源</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_6_lv3"	"<font color='#477bff'>罪恶之源</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_6_lv4"	"<font color='#a91ac8'>罪恶之源</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_6_lv5"	"<font color='#fe6d15'>罪恶之源</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_6_lv6"	"<font color='#ffbc09'>罪恶之源</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_6_lv7"	"<font color='#d92b2b'>罪恶之源</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_7_lv1"	"战神护符"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_7_lv2"	"<font color='#5fc866'>战神护符</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_7_lv3"	"<font color='#477bff'>战神护符</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_7_lv4"	"<font color='#a91ac8'>战神护符</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_7_lv5"	"<font color='#fe6d15'>战神护符</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_7_lv6"	"<font color='#ffbc09'>战神护符</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_7_lv7"	"<font color='#d92b2b'>战神护符</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_8_lv1"	"冰霜之泪珠"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_8_lv2"	"<font color='#5fc866'>冰霜之泪珠</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_8_lv3"	"<font color='#477bff'>冰霜之泪珠</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_8_lv4"	"<font color='#a91ac8'>冰霜之泪珠</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_8_lv5"	"<font color='#fe6d15'>冰霜之泪珠</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_8_lv6"	"<font color='#ffbc09'>冰霜之泪珠</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_8_lv7"	"<font color='#d92b2b'>冰霜之泪珠</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_9_lv1"	"纯黑的火焰石"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_9_lv2"	"<font color='#5fc866'>纯黑的火焰石</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_9_lv3"	"<font color='#477bff'>纯黑的火焰石</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_9_lv4"	"<font color='#a91ac8'>纯黑的火焰石</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_9_lv5"	"<font color='#fe6d15'>纯黑的火焰石</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_9_lv6"	"<font color='#ffbc09'>纯黑的火焰石</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_9_lv7"	"<font color='#d92b2b'>纯黑的火焰石</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_10_lv1"	"恶魔之吻"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_10_lv2"	"<font color='#5fc866'>恶魔之吻</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_10_lv3"	"<font color='#477bff'>恶魔之吻</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_10_lv4"	"<font color='#a91ac8'>恶魔之吻</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_10_lv5"	"<font color='#fe6d15'>恶魔之吻</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_10_lv6"	"<font color='#ffbc09'>恶魔之吻</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_10_lv7"	"<font color='#d92b2b'>恶魔之吻</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_11_lv1"	"灵魂看守者"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_11_lv2"	"<font color='#5fc866'>灵魂看守者</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_11_lv3"	"<font color='#477bff'>灵魂看守者</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_11_lv4"	"<font color='#a91ac8'>灵魂看守者</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_11_lv5"	"<font color='#fe6d15'>灵魂看守者</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_11_lv6"	"<font color='#ffbc09'>灵魂看守者</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_11_lv7"	"<font color='#d92b2b'>灵魂看守者</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_12_lv1"	"女神之翼"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_12_lv2"	"<font color='#5fc866'>女神之翼</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_12_lv3"	"<font color='#477bff'>女神之翼</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_12_lv4"	"<font color='#a91ac8'>女神之翼</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_12_lv5"	"<font color='#fe6d15'>女神之翼</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_12_lv6"	"<font color='#ffbc09'>女神之翼</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_12_lv7"	"<font color='#d92b2b'>女神之翼</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_13_lv1"	"恶魔号角"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_13_lv2"	"<font color='#5fc866'>恶魔号角</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_13_lv3"	"<font color='#477bff'>恶魔号角</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_13_lv4"	"<font color='#a91ac8'>恶魔号角</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_13_lv5"	"<font color='#fe6d15'>恶魔号角</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_13_lv6"	"<font color='#ffbc09'>恶魔号角</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_13_lv7"	"<font color='#d92b2b'>恶魔号角</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_14_lv1"	"奇美拉的守护"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_14_lv2"	"<font color='#5fc866'>奇美拉的守护</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_14_lv3"	"<font color='#477bff'>奇美拉的守护</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_14_lv4"	"<font color='#a91ac8'>奇美拉的守护</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_14_lv5"	"<font color='#fe6d15'>奇美拉的守护</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_14_lv6"	"<font color='#ffbc09'>奇美拉的守护</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_14_lv7"	"<font color='#d92b2b'>奇美拉的守护</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_15_lv1"	"腐蚀之心"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_15_lv2"	"<font color='#5fc866'>腐蚀之心</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_15_lv3"	"<font color='#477bff'>腐蚀之心</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_15_lv4"	"<font color='#a91ac8'>腐蚀之心</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_15_lv5"	"<font color='#fe6d15'>腐蚀之心</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_15_lv6"	"<font color='#ffbc09'>腐蚀之心</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_15_lv7"	"<font color='#d92b2b'>腐蚀之心</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_16_lv1"	"吸魂者"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_16_lv2"	"<font color='#5fc866'>吸魂者</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_16_lv3"	"<font color='#477bff'>吸魂者</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_16_lv4"	"<font color='#a91ac8'>吸魂者</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_16_lv5"	"<font color='#fe6d15'>吸魂者</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_16_lv6"	"<font color='#ffbc09'>吸魂者</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_16_lv7"	"<font color='#d92b2b'>吸魂者</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_17_lv1"	"剥皮者"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_17_lv2"	"<font color='#5fc866'>剥皮者</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_17_lv3"	"<font color='#477bff'>剥皮者</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_17_lv4"	"<font color='#a91ac8'>剥皮者</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_17_lv5"	"<font color='#fe6d15'>剥皮者</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_17_lv6"	"<font color='#ffbc09'>剥皮者</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_17_lv7"	"<font color='#d92b2b'>剥皮者</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_18_lv1"	"地狱三头犬的牙齿"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_18_lv2"	"<font color='#5fc866'>地狱三头犬的牙齿</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_18_lv3"	"<font color='#477bff'>地狱三头犬的牙齿</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_18_lv4"	"<font color='#a91ac8'>地狱三头犬的牙齿</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_18_lv5"	"<font color='#fe6d15'>地狱三头犬的牙齿</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_18_lv6"	"<font color='#ffbc09'>地狱三头犬的牙齿</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_18_lv7"	"<font color='#d92b2b'>地狱三头犬的牙齿</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_19_lv1"	"死神的笔记本"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_19_lv2"	"<font color='#5fc866'>死神的笔记本</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_19_lv3"	"<font color='#477bff'>死神的笔记本</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_19_lv4"	"<font color='#a91ac8'>死神的笔记本</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_19_lv5"	"<font color='#fe6d15'>死神的笔记本</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_19_lv6"	"<font color='#ffbc09'>死神的笔记本</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_19_lv7"	"<font color='#d92b2b'>死神的笔记本</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_20_lv1"	"剧毒之触"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_20_lv2"	"<font color='#5fc866'>剧毒之触</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_20_lv3"	"<font color='#477bff'>剧毒之触</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_20_lv4"	"<font color='#a91ac8'>剧毒之触</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_20_lv5"	"<font color='#fe6d15'>剧毒之触</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_20_lv6"	"<font color='#ffbc09'>剧毒之触</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_20_lv7"	"<font color='#d92b2b'>剧毒之触</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_21_lv1"	"雷神之力"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_21_lv2"	"<font color='#5fc866'>雷神之力</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_21_lv3"	"<font color='#477bff'>雷神之力</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_21_lv4"	"<font color='#a91ac8'>雷神之力</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_21_lv5"	"<font color='#fe6d15'>雷神之力</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_21_lv6"	"<font color='#ffbc09'>雷神之力</font>"
		"DOTA_Tooltip_ability_item_sj_fz_dj_1_21_lv7"	"<font color='#d92b2b'>雷神之力</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_1_1_lv1"	"秘银手镯"
		"DOTA_Tooltip_ability_item_sj_sp_ty_1_1_lv2"	"<font color='#5fc866'>秘银手镯</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_1_1_lv3"	"<font color='#477bff'>秘银手镯</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_1_1_lv4"	"<font color='#a91ac8'>秘银手镯</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_1_1_lv5"	"<font color='#fe6d15'>秘银手镯</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_1_1_lv6"	"<font color='#ffbc09'>秘银手镯</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_1_1_lv7"	"<font color='#d92b2b'>秘银手镯</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_1_2_lv1"	"红宝石戒子"
		"DOTA_Tooltip_ability_item_sj_sp_ty_1_2_lv2"	"<font color='#5fc866'>红宝石戒子</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_1_2_lv3"	"<font color='#477bff'>红宝石戒子</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_1_2_lv4"	"<font color='#a91ac8'>红宝石戒子</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_1_2_lv5"	"<font color='#fe6d15'>红宝石戒子</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_1_2_lv6"	"<font color='#ffbc09'>红宝石戒子</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_1_2_lv7"	"<font color='#d92b2b'>红宝石戒子</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_1_3_lv1"	"纯金项链"
		"DOTA_Tooltip_ability_item_sj_sp_ty_1_3_lv2"	"<font color='#5fc866'>纯金项链</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_1_3_lv3"	"<font color='#477bff'>纯金项链</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_1_3_lv4"	"<font color='#a91ac8'>纯金项链</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_1_3_lv5"	"<font color='#fe6d15'>纯金项链</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_1_3_lv6"	"<font color='#ffbc09'>纯金项链</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_1_3_lv7"	"<font color='#d92b2b'>纯金项链</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_2_1_lv1"	"魔眼戒指"
		"DOTA_Tooltip_ability_item_sj_sp_ty_2_1_lv2"	"<font color='#5fc866'>魔眼戒指</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_2_1_lv3"	"<font color='#477bff'>魔眼戒指</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_2_1_lv4"	"<font color='#a91ac8'>魔眼戒指</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_2_1_lv5"	"<font color='#fe6d15'>魔眼戒指</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_2_1_lv6"	"<font color='#ffbc09'>魔眼戒指</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_2_1_lv7"	"<font color='#d92b2b'>魔眼戒指</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_2_2_lv1"	"水晶手镯"
		"DOTA_Tooltip_ability_item_sj_sp_ty_2_2_lv2"	"<font color='#5fc866'>水晶手镯</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_2_2_lv3"	"<font color='#477bff'>水晶手镯</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_2_2_lv4"	"<font color='#a91ac8'>水晶手镯</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_2_2_lv5"	"<font color='#fe6d15'>水晶手镯</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_2_2_lv6"	"<font color='#ffbc09'>水晶手镯</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_2_2_lv7"	"<font color='#d92b2b'>水晶手镯</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_2_3_lv1"	"祭祀项链"
		"DOTA_Tooltip_ability_item_sj_sp_ty_2_3_lv2"	"<font color='#5fc866'>祭祀项链</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_2_3_lv3"	"<font color='#477bff'>祭祀项链</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_2_3_lv4"	"<font color='#a91ac8'>祭祀项链</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_2_3_lv5"	"<font color='#fe6d15'>祭祀项链</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_2_3_lv6"	"<font color='#ffbc09'>祭祀项链</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_2_3_lv7"	"<font color='#d92b2b'>祭祀项链</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_3_1_lv1"	"荣誉手镯"
		"DOTA_Tooltip_ability_item_sj_sp_ty_3_1_lv2"	"<font color='#5fc866'>荣誉手镯</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_3_1_lv3"	"<font color='#477bff'>荣誉手镯</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_3_1_lv4"	"<font color='#a91ac8'>荣誉手镯</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_3_1_lv5"	"<font color='#fe6d15'>荣誉手镯</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_3_1_lv6"	"<font color='#ffbc09'>荣誉手镯</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_3_1_lv7"	"<font color='#d92b2b'>荣誉手镯</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_3_2_lv1"	"霸气戒指"
		"DOTA_Tooltip_ability_item_sj_sp_ty_3_2_lv2"	"<font color='#5fc866'>霸气戒指</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_3_2_lv3"	"<font color='#477bff'>霸气戒指</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_3_2_lv4"	"<font color='#a91ac8'>霸气戒指</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_3_2_lv5"	"<font color='#fe6d15'>霸气戒指</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_3_2_lv6"	"<font color='#ffbc09'>霸气戒指</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_3_2_lv7"	"<font color='#d92b2b'>霸气戒指</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_3_3_lv1"	"索罗斯项链"
		"DOTA_Tooltip_ability_item_sj_sp_ty_3_3_lv2"	"<font color='#5fc866'>索罗斯项链</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_3_3_lv3"	"<font color='#477bff'>索罗斯项链</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_3_3_lv4"	"<font color='#a91ac8'>索罗斯项链</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_3_3_lv5"	"<font color='#fe6d15'>索罗斯项链</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_3_3_lv6"	"<font color='#ffbc09'>索罗斯项链</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_3_3_lv7"	"<font color='#d92b2b'>索罗斯项链</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_4_1_lv1"	"极光精灵手镯"
		"DOTA_Tooltip_ability_item_sj_sp_ty_4_1_lv2"	"<font color='#5fc866'>极光精灵手镯</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_4_1_lv3"	"<font color='#477bff'>极光精灵手镯</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_4_1_lv4"	"<font color='#a91ac8'>极光精灵手镯</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_4_1_lv5"	"<font color='#fe6d15'>极光精灵手镯</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_4_1_lv6"	"<font color='#ffbc09'>极光精灵手镯</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_4_1_lv7"	"<font color='#d92b2b'>极光精灵手镯</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_4_2_lv1"	"审判者戒指"
		"DOTA_Tooltip_ability_item_sj_sp_ty_4_2_lv2"	"<font color='#5fc866'>审判者戒指</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_4_2_lv3"	"<font color='#477bff'>审判者戒指</font>"
		"DOTA_Tooltip_ability_item_sj_sp_ty_4_2_lv4"	"<font color='#a91ac8'>审判者戒指</font>"
